,StartFlow,NumIPdst,NumCon,NumPorts,MinLenrx,FirstPktLen,TCPoverIP,MinLen,UDPoverIP,DNSoverIP,RstFlagDist,label
192,0.5684453320522671,-0.1738549716270181,-0.17007178363252745,0.8793144754372926,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
193,0.5684453322161345,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
194,0.5684453323768476,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
196,0.5684453383064378,-0.1738549716270181,-0.17007178363252745,1.4395209260026638,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
204,0.5627916097824343,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
205,0.562791610037973,-0.1738549716270181,-0.17007178363252745,1.0236105647725269,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
206,0.5627916151630206,-0.1738549716270181,-0.17007178363252745,0.8793144754372926,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
208,0.5627916203663379,-0.1738549716270181,-0.17007178363252745,0.8793144754372926,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
687,0.5784944061161127,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,1.3517534398818132,0.08464151001209914,1.2891150346965392,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
749,0.5690548241611755,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
750,0.5690548248629647,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
751,0.5690548250482392,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
762,0.5767209007334786,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
763,0.5767209013535749,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
764,0.5767209015983494,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
926,0.5710066694467739,-0.1738549716270181,-0.17007178363252745,1.4308869710441845,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
1239,0.5807669463611815,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-9.595747160078853,-1.3502264524716985,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
2507,0.5754220976324663,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3117,0.5779569260359008,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,1.3517534398818132,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3319,0.5687569994388071,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3320,0.5687570004581005,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3321,0.5687570008883523,-0.1738549716270181,-0.17007178363252745,1.1213537873201178,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3363,0.5737638093223733,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3364,0.573763809516,-0.1738549716270181,-0.17007178363252745,1.3163303493940977,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3365,0.5737638098321195,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3720,0.5784206247799254,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,1.3517534398818132,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3876,0.5780916233690664,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
3877,0.5780916236144754,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,0.7063079695460022,0.9925858420084052,0.08464151001209914,1.0121420431388348,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
4385,0.5844768129698844,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
4386,0.5844771015481506,-0.1738549716270181,-0.17007178363252745,1.3637156079445374,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.015673686160630914,1.0
4387,0.5844771408438986,-0.1738549716270181,-0.17007178363252745,1.4210673656416213,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.017041927104977043,1.0
4388,0.5844771616763929,-0.1738549716270181,-0.17007178363252745,1.4791317170402938,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.017041927104977043,1.0
4677,0.5882045832439545,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-9.595747160078853,-1.3502264524716985,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
4878,0.5906892089276198,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-9.595747160078853,-1.3502264524716985,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5476,0.5859749847777777,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5518,0.5845098732130471,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5519,0.5845098742082054,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5520,0.5845098790699959,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,1.5291191679561007,0.08464151001209914,1.4619823124911084,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5521,0.5845098792036234,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,1.526802039867914,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5522,0.5845098984290519,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5523,0.5845098991850028,-0.1738549716270181,-0.17007178363252745,1.0236105647725269,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5524,0.584509903147173,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5525,0.5845099037204337,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5527,0.5845099173619261,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5717,0.5921429094173337,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5722,0.5921429353192879,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5723,0.5921429353329242,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5725,0.5921431588819317,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5726,0.5921431588749138,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5738,0.5921434169597664,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5739,0.5921434169653361,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5740,0.5921434170538638,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5744,0.5921436231773556,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5745,0.5921436231773418,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.4450645590975063,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5753,0.592143742286055,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
5755,0.5921437421902339,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
5756,0.5921437421956202,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
6007,0.5901357634446183,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-9.595747160078853,-1.3502264524716985,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
9747,0.6092639937429978,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11169,0.6106574221888285,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11170,0.6106574242092945,-0.1738549716270181,-0.17007178363252745,1.3637156079445374,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11171,0.6106574259794182,-0.1738549716270181,-0.17007178363252745,1.0236105647725269,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11172,0.6106574261175832,-0.1738549716270181,-0.17007178363252745,0.8793144754372926,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11173,0.6106574277537038,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11174,0.6106574292409829,-0.1738549716270181,-0.17007178363252745,0.8793144754372926,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11175,0.6106574306487711,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11176,0.6106574314200817,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.1493620765645082,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11192,0.6151894029904761,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11193,0.6151895017135259,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11194,0.6151895151866413,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11195,0.6151895154711977,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11196,0.6151895189214502,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11197,0.6151895222673214,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11198,0.6151895250654426,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11199,0.6151895772946104,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11200,0.6151895772956367,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11201,0.6151895772963751,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11202,0.6151895772972437,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11203,0.6151895772980085,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11204,0.6151895772988806,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11205,0.6151895772996314,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11206,0.6151895773004716,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11207,0.6151895773012528,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11208,0.6151895773029308,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11209,0.6151895773037643,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11210,0.6151895773049756,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11211,0.6151895773057762,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11212,0.6151895773067257,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11213,0.6151895773074708,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11214,0.6151895773083231,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11215,0.6151895773090481,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11216,0.6151895773098218,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
11604,0.6087881377967693,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
12016,0.6085505129081997,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
12017,0.6085506471465826,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
20491,0.6168769859276944,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
21277,0.6099501907084337,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,0.7063079695460022,0.5406195813312124,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
21736,0.6073439889824513,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
21737,0.6073440744546207,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
23671,0.6072385705039106,-0.1738549716270181,-0.17007178363252745,1.1213537873201178,0.7063079695460022,0.9925858420084052,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
23672,0.6072386481782356,-0.1738549716270181,-0.17007178363252745,0.6485456673051682,0.7063079695460022,1.124224205826374,0.08464151001209914,0.6994904348125366,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
25096,0.6261005781798915,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,-1.3502264524716985,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,0.011910029734442749,1.0
25342,0.6217555337854411,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
25343,0.6217555341216273,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,0.015673686160630914,1.0
25344,0.6217555365489248,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,0.015673686160630914,1.0
25345,0.6217555396051085,-0.1738549716270181,-0.17007178363252745,-0.7008501915879418,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
25346,0.6217555726826838,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,0.2794389460213239,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
25836,0.6245093150927666,-0.1738549716270181,-0.17007178363252745,0.23143871473694394,-0.5770762804354624,0.5406195813312124,0.08464151001209914,-0.4572303313636533,-0.03757639850544309,-0.005283128316192238,-0.007169369410631124,1.0
